1;0;1;86;0
2;0;2;87;0
3;0;3;88;0
4;0;4;0;0
5;0;5;0;0
6;0;6;0;0
7;0;7;0;0
8;0;8;0;0
9;0;9;0;0
10;1;1;206;30
11;1;2;6;10
12;1;3;32;5
13;1;4;0;0
14;1;5;0;0
15;1;6;0;0
16;1;7;0;0
17;1;8;0;0
18;1;9;0;0
19;2;1;206;30
20;2;2;6;10
21;2;3;32;5
22;2;4;0;0
23;2;5;0;0
24;2;6;0;0
25;2;7;0;0
26;2;8;0;0
27;2;9;0;0
28;3;1;247;30
29;3;2;7;10
30;3;3;33;5
31;3;4;0;0
32;3;5;0;0
33;3;6;0;0
34;3;7;0;0
35;3;8;0;0
36;3;9;0;0
37;4;1;207;30
38;4;2;7;10
39;4;3;33;5
40;4;4;0;0
41;4;5;0;0
42;4;6;0;0
43;4;7;0;0
44;4;8;0;0
45;4;9;0;0
46;5;1;207;30
47;5;2;7;10
48;5;3;33;5
49;5;4;0;0
50;5;5;0;0
51;5;6;0;0
52;5;7;0;0
53;5;8;0;0
54;5;9;0;0
55;6;1;207;30
56;6;2;7;10
57;6;3;33;5
58;6;4;0;0
59;6;5;0;0
60;6;6;0;0
61;6;7;0;0
62;6;8;0;0
63;6;9;0;0
64;7;1;247;30
65;7;2;7;10
66;7;3;33;5
67;7;4;0;0
68;7;5;0;0
69;7;6;0;0
70;7;7;0;0
71;7;8;0;0
72;7;9;0;0
73;8;1;207;30
74;8;2;7;10
75;8;3;33;5
76;8;4;0;0
77;8;5;0;0
78;8;6;0;0
79;8;7;0;0
80;8;8;0;0
81;8;9;0;0
82;9;1;207;30
83;9;2;7;10
84;9;3;33;5
85;9;4;0;0
86;9;5;0;0
87;9;6;0;0
88;9;7;0;0
89;9;8;0;0
90;9;9;0;0
91;10;1;247;30
92;10;2;7;10
93;10;3;33;5
94;10;4;0;0
95;10;5;0;0
96;10;6;0;0
97;10;7;0;0
98;10;8;0;0
99;10;9;0;0
100;11;1;207;30
101;11;2;7;10
102;11;3;33;5
103;11;4;0;0
104;11;5;0;0
105;11;6;0;0
106;11;7;0;0
107;11;8;0;0
108;11;9;0;0
109;12;1;247;30
110;12;2;7;10
111;12;3;33;5
112;12;4;0;0
113;12;5;0;0
114;12;6;0;0
115;12;7;0;0
116;12;8;0;0
117;12;9;0;0
118;13;1;207;30
119;13;2;7;10
120;13;3;33;5
121;13;4;0;0
122;13;5;0;0
123;13;6;0;0
124;13;7;0;0
125;13;8;0;0
126;13;9;0;0
127;14;1;207;30
128;14;2;7;10
129;14;3;33;5
130;14;4;0;0
131;14;5;0;0
132;14;6;0;0
133;14;7;0;0
134;14;8;0;0
135;14;9;0;0
136;15;1;207;30
137;15;2;7;10
138;15;3;33;5
139;15;4;0;0
140;15;5;0;0
141;15;6;0;0
142;15;7;0;0
143;15;8;0;0
144;15;9;0;0
145;16;1;207;30
146;16;2;7;10
147;16;3;33;5
148;16;4;0;0
149;16;5;0;0
150;16;6;0;0
151;16;7;0;0
152;16;8;0;0
153;16;9;0;0
154;17;1;207;30
155;17;2;7;10
156;17;3;33;5
157;17;4;0;0
158;17;5;0;0
159;17;6;0;0
160;17;7;0;0
161;17;8;0;0
162;17;9;0;0
163;18;1;207;30
164;18;2;7;10
165;18;3;33;5
166;18;4;0;0
167;18;5;0;0
168;18;6;0;0
169;18;7;0;0
170;18;8;0;0
171;18;9;0;0
172;19;1;207;30
173;19;2;7;10
174;19;3;33;5
175;19;4;0;0
176;19;5;0;0
177;19;6;0;0
178;19;7;0;0
179;19;8;0;0
180;19;9;0;0
181;20;1;207;30
182;20;2;7;10
183;20;3;33;5
184;20;4;0;0
185;20;5;0;0
186;20;6;0;0
187;20;7;0;0
188;20;8;0;0
189;20;9;0;0
190;21;1;247;30
191;21;2;7;10
192;21;3;33;5
193;21;4;0;0
194;21;5;0;0
195;21;6;0;0
196;21;7;0;0
197;21;8;0;0
198;21;9;0;0
199;22;1;247;30
200;22;2;7;10
201;22;3;33;5
202;22;4;0;0
203;22;5;0;0
204;22;6;0;0
205;22;7;0;0
206;22;8;0;0
207;22;9;0;0
208;23;1;247;30
209;23;2;7;10
210;23;3;33;5
211;23;4;0;0
212;23;5;0;0
213;23;6;0;0
214;23;7;0;0
215;23;8;0;0
216;23;9;0;0
217;24;1;248;30
218;24;2;8;10
219;24;3;409;10
220;24;4;0;0
221;24;5;0;0
222;24;6;0;0
223;24;7;9;5000
224;24;8;0;0
225;24;9;0;0
226;25;1;208;30
227;25;2;8;10
228;25;3;33;5
229;25;4;0;0
230;25;5;0;0
231;25;6;0;0
232;25;7;0;0
233;25;8;0;0
234;25;9;0;0
235;26;1;248;30
236;26;2;8;10
237;26;3;33;5
238;26;4;0;0
239;26;5;0;0
240;26;6;0;0
241;26;7;0;0
242;26;8;0;0
243;26;9;0;0
244;27;1;248;30
245;27;2;8;10
246;27;3;33;5
247;27;4;0;0
248;27;5;0;0
249;27;6;0;0
250;27;7;0;0
251;27;8;0;0
252;27;9;0;0
253;28;1;248;30
254;28;2;8;10
255;28;3;33;5
256;28;4;0;0
257;28;5;0;0
258;28;6;0;0
259;28;7;0;0
260;28;8;0;0
261;28;9;0;0
262;29;1;208;30
263;29;2;8;10
264;29;3;33;5
265;29;4;0;0
266;29;5;0;0
267;29;6;0;0
268;29;7;0;0
269;29;8;0;0
270;29;9;0;0
271;30;1;208;30
272;30;2;8;10
273;30;3;409;10
274;30;4;0;0
275;30;5;0;0
276;30;6;0;0
277;30;7;9;5000
278;30;8;0;0
279;30;9;0;0
280;31;1;248;30
281;31;2;8;10
282;31;3;33;5
283;31;4;0;0
284;31;5;0;0
285;31;6;0;0
286;31;7;0;0
287;31;8;0;0
288;31;9;0;0
289;32;1;208;30
290;32;2;8;10
291;32;3;409;10
292;32;4;0;0
293;32;5;0;0
294;32;6;0;0
295;32;7;9;5000
296;32;8;0;0
297;32;9;0;0
298;33;1;248;30
299;33;2;8;10
300;33;3;33;5
301;33;4;0;0
302;33;5;0;0
303;33;6;0;0
304;33;7;0;0
305;33;8;0;0
306;33;9;0;0
307;34;1;248;30
308;34;2;8;10
309;34;3;409;10
310;34;4;0;0
311;34;5;0;0
312;34;6;0;0
313;34;7;9;5000
314;34;8;0;0
315;34;9;0;0
316;35;1;208;30
317;35;2;8;10
318;35;3;33;5
319;35;4;0;0
320;35;5;0;0
321;35;6;0;0
322;35;7;0;0
323;35;8;0;0
324;35;9;0;0
325;36;1;248;30
326;36;2;8;10
327;36;3;33;5
328;36;4;0;0
329;36;5;0;0
330;36;6;0;0
331;36;7;0;0
332;36;8;0;0
333;36;9;0;0
334;37;1;0;0
335;37;2;0;0
336;37;3;0;0
337;37;4;0;0
338;37;5;0;0
339;37;6;0;0
340;37;7;0;0
341;37;8;0;0
342;37;9;0;0
343;38;1;0;0
344;38;2;0;0
345;38;3;0;0
346;38;4;0;0
347;38;5;0;0
348;38;6;0;0
349;38;7;0;0
350;38;8;0;0
351;38;9;0;0
352;39;1;0;0
353;39;2;0;0
354;39;3;0;0
355;39;4;0;0
356;39;5;0;0
357;39;6;0;0
358;39;7;0;0
359;39;8;0;0
360;39;9;0;0
361;40;1;0;0
362;40;2;0;0
363;40;3;0;0
364;40;4;0;0
365;40;5;0;0
366;40;6;0;0
367;40;7;0;0
368;40;8;0;0
369;40;9;0;0
